Index,Series,Name,Code,year10,year11,year12,year13,year14,year15,year16,year17,year18,year19
162,Current health expenditure (% of GDP),Uganda,UGA,6.80890226,6.69590998,6.10853958,5.78252459,5.33653069,5.11239147,4.9682045,4.0002389,4.03115654,3.82522416
163,Current health expenditure (% of GDP),Ukraine,UKR,6.8122654,6.81617689,7.11665535,6.94155264,7.18958139,7.77609348,7.54540205,7.43332481,7.51988459,7.09860182
164,Current health expenditure (% of GDP),United Arab Emirates,ARE,3.87874508,3.67007303,3.42520428,3.59299517,3.63020945,3.58359432,3.46601534,4.05959463,4.14545679,4.27504921
165,Current health expenditure (% of GDP),United Kingdom,GBR,9.83532333,9.84848499,9.91419888,9.97566223,9.95041275,9.90072441,9.87313271,9.80787468,9.90384102,10.15402699
166,Current health expenditure (% of GDP),United States,USA,16.25922203,16.1985054,16.17543411,16.06451797,16.25333214,16.52407265,16.84432411,16.80583572,16.68710518,16.76706314
167,Current health expenditure (% of GDP),Uruguay,URY,7.91117096,7.94895601,8.0675621,8.11896133,8.07321835,8.29223633,8.67533779,8.82179165,9.01455498,9.34783173
168,Current health expenditure (% of GDP),Uzbekistan,UZB,5.22166872,5.14376926,5.45723581,5.66173697,4.6729269,4.98760509,4.96638346,5.07679939,5.30275869,5.61760426
169,Current health expenditure (% of GDP),Vanuatu,VUT,3.52656102,3.59819388,3.9356277,4.39234543,3.64668846,4.32168341,2.93130064,2.7629149,3.3463788,3.36034679
171,Current health expenditure (% of GDP),Vietnam,VNM,4.69927359,4.6128521,5.00178242,5.07556248,4.6127553,4.56543732,4.51853609,4.71283436,5.03448868,5.24965572
172,Current health expenditure (% of GDP),Zambia,ZMB,3.71929598,3.46053243,3.93052912,4.69091034,3.82924223,4.43510246,4.47720718,4.37697697,5.03271484,5.31220293
173,Current health expenditure (% of GDP),Zimbabwe,ZWE,10.47583866,8.08173752,6.91835356,7.11014795,8.13352489,7.45206605,7.67516281,7.46975242,8.68006228,7.70356494
174,"Population, total",Afghanistan,AFG,29185511.0,30117411.0,31161378.0,32269592.0,33370804.0,34413603.0,35383028.0,36296111.0,37171922.0,38041757.0
175,"Population, total",Algeria,DZA,35977451.0,36661438.0,37383899.0,38140135.0,38923688.0,39728020.0,40551398.0,41389174.0,42228415.0,43053054.0
176,"Population, total",Angola,AGO,23356247.0,24220660.0,25107925.0,26015786.0,26941773.0,27884380.0,28842482.0,29816769.0,30809787.0,31825299.0
177,"Population, total",Antigua and Barbuda,ATG,88030.0,89250.0,90407.0,91510.0,92562.0,93571.0,94520.0,95425.0,96282.0,97115.0
178,"Population, total",Argentina,ARG,40788453.0,41261490.0,41733271.0,42202935.0,42669500.0,43131966.0,43590368.0,44044811.0,44494502.0,44938712.0
179,"Population, total",Armenia,ARM,2877314.0,2876536.0,2884239.0,2897593.0,2912403.0,2925559.0,2936147.0,2944789.0,2951741.0,2957728.0
180,"Population, total",Australia,AUS,22031750.0,22340024.0,22733465.0,23128129.0,23475686.0,23815995.0,24190907.0,24601860.0,24982688.0,25365745.0
181,"Population, total",Austria,AUT,8363404.0,8391643.0,8429991.0,8479823.0,8546356.0,8642699.0,8736668.0,8797566.0,8840521.0,8879920.0
182,"Population, total",Azerbaijan,AZE,9054332.0,9173082.0,9295784.0,9416801.0,9535079.0,9649341.0,9757812.0,9854033.0,9939771.0,10024283.0
183,"Population, total","Bahamas, The",BHS,354936.0,359583.0,363581.0,367162.0,370625.0,374200.0,377923.0,381749.0,385635.0,389486.0
184,"Population, total",Bahrain,BHR,1240864.0,1278153.0,1299942.0,1315029.0,1336073.0,1371853.0,1425793.0,1494077.0,1569440.0,1641164.0
185,"Population, total",Bangladesh,BGD,147575433.0,149273134.0,151005733.0,152761413.0,154517385.0,156256287.0,157977151.0,159685421.0,161376713.0,163046173.0
186,"Population, total",Barbados,BRB,282131.0,282987.0,283698.0,284294.0,284825.0,285327.0,285798.0,286229.0,286640.0,287021.0
187,"Population, total",Belarus,BLR,9483836.0,9461643.0,9446836.0,9443211.0,9448515.0,9461076.0,9469379.0,9458989.0,9438785.0,9419758.0
188,"Population, total",Belgium,BEL,10895586.0,11038264.0,11106932.0,11159407.0,11209057.0,11274196.0,11331422.0,11375158.0,11427054.0,11488980.0
189,"Population, total",Belize,BLZ,322465.0,330236.0,338001.0,345707.0,353366.0,360926.0,368399.0,375775.0,383071.0,390351.0
190,"Population, total",Benin,BEN,9199254.0,9460829.0,9729254.0,10004594.0,10286839.0,10575962.0,10872072.0,11175192.0,11485035.0,11801151.0
191,"Population, total",Bhutan,BTN,685502.0,693297.0,701582.0,710235.0,719053.0,727885.0,736706.0,745563.0,754396.0,763094.0
192,"Population, total",Bolivia,BOL,10048597.0,10212951.0,10377677.0,10542375.0,10706517.0,10869732.0,11031822.0,11192853.0,11353140.0,11513102.0
193,"Population, total",Bosnia and Herzegovina,BIH,3705478.0,3661173.0,3604972.0,3542598.0,3482106.0,3429362.0,3386263.0,3351534.0,3323929.0,3300998.0
194,"Population, total",Botswana,BWA,1987106.0,2015406.0,2039551.0,2062551.0,2088619.0,2120716.0,2159925.0,2205076.0,2254067.0,2303703.0
195,"Population, total",Brazil,BRA,195713637.0,197514541.0,199287292.0,201035904.0,202763744.0,204471759.0,206163056.0,207833825.0,209469320.0,211049519.0
196,"Population, total",Brunei Darussalam,BRN,388634.0,393687.0,398997.0,404414.0,409778.0,414914.0,419791.0,424481.0,428960.0,433296.0
197,"Population, total",Bulgaria,BGR,7395599.0,7348328.0,7305888.0,7265115.0,7223938.0,7177991.0,7127822.0,7075947.0,7025037.0,6975761.0
198,"Population, total",Burkina Faso,BFA,15605211.0,16081915.0,16571252.0,17072791.0,17586029.0,18110616.0,18646350.0,19193236.0,19751466.0,20321383.0
199,"Population, total",Burundi,BDI,8675606.0,8958406.0,9245992.0,9540302.0,9844301.0,10160034.0,10488002.0,10827010.0,11175379.0,11530577.0
200,"Population, total",Cabo Verde,CPV,492644.0,498858.0,505241.0,511740.0,518276.0,524740.0,531140.0,537499.0,543764.0,549936.0
201,"Population, total",Cambodia,KHM,14312205.0,14541421.0,14780454.0,15026330.0,15274506.0,15521435.0,15766290.0,16009413.0,16249795.0,16486542.0
202,"Population, total",Cameroon,CMR,20341236.0,20906392.0,21485267.0,22077300.0,22681853.0,23298376.0,23926549.0,24566070.0,25216261.0,25876387.0
203,"Population, total",Canada,CAN,34004889.0,34339328.0,34714222.0,35082954.0,35437435.0,35702908.0,36109487.0,36545295.0,37065178.0,37593384.0
204,"Population, total",Central African Republic,CAF,4386765.0,4418639.0,4436411.0,4447945.0,4464171.0,4493171.0,4537683.0,4596023.0,4666375.0,4745179.0
205,"Population, total",Chad,TCD,11952134.0,12360986.0,12784748.0,13220433.0,13663562.0,14110971.0,14561658.0,15016761.0,15477727.0,15946882.0
206,"Population, total",Chile,CHL,17062531.0,17233584.0,17400359.0,17571511.0,17758969.0,17969356.0,18209072.0,18470435.0,18729166.0,18952035.0
207,"Population, total",China,CHN,1337705000.0,1345035000.0,1354190000.0,1363240000.0,1371860000.0,1379860000.0,1387790000.0,1396215000.0,1402760000.0,1407745000.0
208,"Population, total",Colombia,COL,45222699.0,45662747.0,46075721.0,46495492.0,46967706.0,47520667.0,48175048.0,48909844.0,49661056.0,50339443.0
209,"Population, total",Comoros,COM,689696.0,706578.0,723865.0,741511.0,759390.0,777435.0,795597.0,813890.0,832322.0,850891.0
210,"Population, total","Congo, Dem. Rep.",COD,64563853.0,66755151.0,69020749.0,71358804.0,73767445.0,76244532.0,78789130.0,81398765.0,84068092.0,86790568.0
211,"Population, total","Congo, Rep.",COG,4273738.0,4394842.0,4510197.0,4622757.0,4736965.0,4856093.0,4980996.0,5110701.0,5244363.0,5380504.0
212,"Population, total",Costa Rica,CRI,4577371.0,4633086.0,4688003.0,4742111.0,4795390.0,4847805.0,4899336.0,4949955.0,4999443.0,5047561.0
213,"Population, total",Cote d'Ivoire,CIV,20532944.0,21028652.0,21547188.0,22087506.0,22647672.0,23226148.0,23822726.0,24437475.0,25069226.0,25716554.0
214,"Population, total",Croatia,HRV,4295427.0,4280622.0,4267558.0,4255689.0,4238389.0,4203604.0,4174349.0,4124531.0,4087843.0,4065253.0
215,"Population, total",Cuba,CUB,11225833.0,11236671.0,11257112.0,11282722.0,11306909.0,11324777.0,11335108.0,11339255.0,11338146.0,11333484.0
216,"Population, total",Cyprus,CYP,1112617.0,1124837.0,1135046.0,1143866.0,1152297.0,1160987.0,1170189.0,1179685.0,1189262.0,1198574.0
217,"Population, total",Czech Republic,CZE,10474410.0,10496088.0,10510785.0,10514272.0,10525347.0,10546059.0,10566332.0,10594438.0,10629928.0,10671870.0
218,"Population, total",Denmark,DNK,5547683.0,5570572.0,5591572.0,5614932.0,5643475.0,5683483.0,5728010.0,5764980.0,5793636.0,5814422.0
219,"Population, total",Djibouti,DJI,840194.0,853671.0,868136.0,883296.0,898707.0,913998.0,929117.0,944100.0,958923.0,973557.0
220,"Population, total",Dominican Republic,DOM,9695117.0,9813219.0,9930916.0,10048226.0,10165182.0,10281675.0,10397738.0,10513111.0,10627147.0,10738957.0
221,"Population, total",Ecuador,ECU,15011114.0,15243885.0,15474099.0,15707473.0,15951832.0,16212022.0,16491116.0,16785356.0,17084359.0,17373657.0
222,"Population, total","Egypt, Arab Rep.",EGY,82761244.0,84529251.0,86422240.0,88404652.0,90424668.0,92442549.0,94447071.0,96442590.0,98423602.0,100388076.0
223,"Population, total",El Salvador,SLV,6183877.0,6210567.0,6237922.0,6266076.0,6295124.0,6325121.0,6356137.0,6388124.0,6420740.0,6453550.0
224,"Population, total",Equatorial Guinea,GNQ,943640.0,986861.0,1031191.0,1076412.0,1122273.0,1168575.0,1215181.0,1262008.0,1308966.0,1355982.0
225,"Population, total",Estonia,EST,1331475.0,1327439.0,1322696.0,1317997.0,1314545.0,1315407.0,1315790.0,1317384.0,1321977.0,1326898.0
226,"Population, total",Eswatini,SWZ,1064841.0,1072029.0,1079285.0,1086843.0,1095022.0,1104038.0,1113994.0,1124808.0,1136274.0,1148133.0
227,"Population, total",Ethiopia,ETH,87639962.0,90139928.0,92726982.0,95385793.0,98094264.0,100835453.0,103603461.0,106399926.0,109224410.0,112078727.0
228,"Population, total",Fiji,FJI,859816.0,863451.0,865065.0,865602.0,866447.0,868632.0,872406.0,877460.0,883490.0,889955.0
229,"Population, total",Finland,FIN,5363352.0,5388272.0,5413971.0,5438972.0,5461512.0,5479531.0,5495303.0,5508214.0,5515525.0,5521606.0
230,"Population, total",France,FRA,65027505.0,65342789.0,65659814.0,65998685.0,66312067.0,66548272.0,66724104.0,66918020.0,67101930.0,67248926.0
231,"Population, total",Gabon,GAB,1624146.0,1684629.0,1749677.0,1817070.0,1883801.0,1947690.0,2007882.0,2064812.0,2119275.0,2172578.0
232,"Population, total","Gambia, The",GMB,1793199.0,1848142.0,1905020.0,1963708.0,2024037.0,2085860.0,2149134.0,2213900.0,2280092.0,2347696.0
233,"Population, total",Georgia,GEO,3786695.0,3756441.0,3728874.0,3717668.0,3719414.0,3725276.0,3727505.0,3728004.0,3726549.0,3720161.0
234,"Population, total",Germany,DEU,81776930.0,80274983.0,80425823.0,80645605.0,80982500.0,81686611.0,82348669.0,82657002.0,82905782.0,83092962.0
235,"Population, total",Ghana,GHA,24779614.0,25387713.0,25996454.0,26607641.0,27224480.0,27849203.0,28481947.0,29121464.0,29767108.0,30417858.0
236,"Population, total",Greece,GRC,11121341.0,11104899.0,11045011.0,10965211.0,10892413.0,10820883.0,10775971.0,10754679.0,10732882.0,10721582.0
237,"Population, total",Grenada,GRD,106227.0,106786.0,107452.0,108172.0,108900.0,109603.0,110263.0,110874.0,111449.0,112002.0
238,"Population, total",Guatemala,GTM,14259687.0,14521515.0,14781942.0,15043981.0,15306316.0,15567419.0,15827690.0,16087418.0,16346950.0,16604026.0
239,"Population, total",Guinea,GIN,10192168.0,10420459.0,10652032.0,10892821.0,11150970.0,11432096.0,11738434.0,12067516.0,12414292.0,12771246.0
240,"Population, total",Guinea-Bissau,GNB,1522603.0,1562996.0,1604981.0,1648259.0,1692433.0,1737207.0,1782434.0,1828146.0,1874304.0,1920917.0
241,"Population, total",Guyana,GUY,749430.0,752029.0,755388.0,759281.0,763371.0,767433.0,771363.0,775218.0,779007.0,782775.0
242,"Population, total",Haiti,HTI,9949318.0,10100320.0,10250922.0,10400672.0,10549007.0,10695540.0,10839976.0,10982367.0,11123183.0,11263079.0
243,"Population, total",Honduras,HND,8317467.0,8480670.0,8640692.0,8798524.0,8955579.0,9112904.0,9270794.0,9429016.0,9587523.0,9746115.0
244,"Population, total",Hungary,HUN,10000023.0,9971727.0,9920362.0,9893082.0,9866468.0,9843028.0,9814023.0,9787966.0,9775564.0,9771141.0
245,"Population, total",Iceland,ISL,318041.0,319014.0,320716.0,323764.0,327386.0,330815.0,335439.0,343400.0,352721.0,360563.0
246,"Population, total",India,IND,1234281163.0,1250287939.0,1265780243.0,1280842119.0,1295600768.0,1310152392.0,1324517250.0,1338676779.0,1352642283.0,1366417756.0
247,"Population, total",Indonesia,IDN,241834226.0,245115988.0,248451714.0,251805314.0,255128076.0,258383257.0,261556386.0,264650969.0,267670549.0,270625567.0
248,"Population, total",Iran,IRN,73762519.0,74634959.0,75539881.0,76481963.0,77465769.0,78492208.0,79563991.0,80673888.0,81800204.0,82913893.0
249,"Population, total",Iraq,IRQ,29741977.0,30725305.0,31890012.0,33157061.0,34411949.0,35572269.0,36610632.0,37552789.0,38433604.0,39309789.0
250,"Population, total",Ireland,IRL,4560155.0,4580084.0,4599533.0,4623816.0,4657740.0,4701957.0,4755335.0,4807388.0,4867316.0,4934340.0
251,"Population, total",Israel,ISR,7623600.0,7765800.0,7910500.0,8059500.0,8215700.0,8380100.0,8546000.0,8713300.0,8882800.0,9054000.0
252,"Population, total",Italy,ITA,59277417.0,59379449.0,59539717.0,60233948.0,60789140.0,60730582.0,60627498.0,60536709.0,60421760.0,59729081.0
253,"Population, total",Jamaica,JAM,2810464.0,2825932.0,2842128.0,2858710.0,2875137.0,2891024.0,2906242.0,2920848.0,2934853.0,2948277.0
254,"Population, total",Japan,JPN,128070000.0,127833000.0,127629000.0,127445000.0,127276000.0,127141000.0,126994511.0,126785797.0,126529100.0,126264931.0
255,"Population, total",Jordan,JOR,7261541.0,7662858.0,8089963.0,8518992.0,8918822.0,9266573.0,9554286.0,9785840.0,9965322.0,10101697.0
256,"Population, total",Kazakhstan,KAZ,16321872.0,16557202.0,16792090.0,17035551.0,17288285.0,17542806.0,17794055.0,18037776.0,18276452.0,18513673.0
257,"Population, total",Kenya,KEN,42030684.0,43178270.0,44343469.0,45519986.0,46700063.0,47878339.0,49051531.0,50221146.0,51392570.0,52573967.0
258,"Population, total",Kiribati,KIR,102930.0,104735.0,106359.0,107887.0,109387.0,110927.0,112529.0,114153.0,115842.0,117608.0
259,"Population, total","Korea, Rep.",KOR,49554112.0,49936638.0,50199853.0,50428893.0,50746659.0,51014947.0,51217803.0,51361911.0,51606633.0,51709098.0
260,"Population, total",Kuwait,KWT,2991884.0,3168054.0,3348852.0,3526382.0,3690939.0,3835588.0,3956862.0,4056102.0,4137314.0,4207077.0
261,"Population, total",Kyrgyz Republic,KGZ,5447900.0,5514600.0,5607200.0,5719600.0,5835500.0,5956900.0,6079500.0,6198200.0,6322800.0,6456200.0
262,"Population, total",Lao PDR,LAO,6249168.0,6347564.0,6444527.0,6541302.0,6639763.0,6741160.0,6845848.0,6953031.0,7061498.0,7169456.0
263,"Population, total",Latvia,LVA,2097555.0,2059709.0,2034319.0,2012647.0,1993782.0,1977527.0,1959537.0,1942248.0,1927174.0,1913822.0
264,"Population, total",Lebanon,LBN,4953064.0,5202022.0,5537620.0,5913016.0,6261046.0,6532681.0,6714281.0,6819373.0,6859408.0,6855709.0
265,"Population, total",Lesotho,LSO,1995575.0,2003793.0,2014988.0,2028528.0,2043448.0,2059011.0,2075041.0,2091532.0,2108327.0,2125267.0
266,"Population, total",Liberia,LBR,3891357.0,4017446.0,4135662.0,4248337.0,4359508.0,4472229.0,4586788.0,4702224.0,4818976.0,4937374.0
267,"Population, total",Lithuania,LTU,3097282.0,3028115.0,2987773.0,2957689.0,2932367.0,2904910.0,2868231.0,2828403.0,2801543.0,2794137.0
268,"Population, total",Luxembourg,LUX,506953.0,518347.0,530946.0,543360.0,556319.0,569604.0,582014.0,596336.0,607950.0,620001.0
269,"Population, total",Madagascar,MDG,21151640.0,21743970.0,22346641.0,22961259.0,23589897.0,24234080.0,24894370.0,25570511.0,26262313.0,26969306.0
270,"Population, total",Malawi,MWI,14539609.0,14962118.0,15396010.0,15839287.0,16289550.0,16745305.0,17205253.0,17670193.0,18143215.0,18628749.0
271,"Population, total",Malaysia,MYS,28208028.0,28650962.0,29068189.0,29468923.0,29866606.0,30270965.0,30684652.0,31104655.0,31528033.0,31949789.0
272,"Population, total",Maldives,MDV,365730.0,380493.0,397231.0,415592.0,435018.0,454914.0,475505.0,496398.0,515704.0,530957.0
273,"Population, total",Mali,MLI,15049352.0,15514593.0,15979492.0,16449854.0,16934213.0,17438772.0,17965448.0,18512429.0,19077755.0,19658023.0
274,"Population, total",Malta,MLT,414508.0,416268.0,420028.0,425967.0,434558.0,445053.0,455356.0,467999.0,484630.0,504062.0
275,"Population, total",Mauritania,MRT,3494200.0,3598646.0,3706555.0,3817497.0,3930894.0,4046304.0,4163532.0,4282582.0,4403312.0,4525698.0
277,"Population, total",Mexico,MEX,114092961.0,115695468.0,117274156.0,118827158.0,120355137.0,121858251.0,123333379.0,124777326.0,126190782.0,127575529.0
278,"Population, total","Micronesia, Fed. Sts.",FSM,102916.0,103448.0,104506.0,105922.0,107444.0,108886.0,110215.0,111461.0,112640.0,113811.0
279,"Population, total",Moldova,MDA,2861487.0,2859833.0,2859458.0,2858692.0,2856950.0,2834530.0,2802170.0,2755158.0,2708214.0,2664974.0
280,"Population, total",Mongolia,MNG,2719902.0,2770357.0,2824698.0,2881783.0,2940111.0,2998433.0,3056358.0,3113788.0,3170214.0,3225166.0
281,"Population, total",Morocco,MAR,32343384.0,32781860.0,33241898.0,33715705.0,34192358.0,34663608.0,35126274.0,35581257.0,36029089.0,36471766.0
282,"Population, total",Mozambique,MOZ,23531567.0,24187500.0,24862673.0,25560752.0,26286192.0,27042001.0,27829930.0,28649007.0,29496009.0,30366043.0
283,"Population, total",Myanmar,MMR,50600827.0,50990612.0,51413703.0,51852464.0,52280816.0,52680724.0,53045199.0,53382521.0,53708318.0,54045422.0
284,"Population, total",Namibia,NAM,2118877.0,2156698.0,2194777.0,2233506.0,2273426.0,2314901.0,2358044.0,2402623.0,2448300.0,2494524.0
285,"Population, total",Nepal,NPL,27013207.0,27041220.0,26989160.0,26916795.0,26905982.0,27015033.0,27263430.0,27632682.0,28095712.0,28608715.0
286,"Population, total",Netherlands,NLD,16615394.0,16693074.0,16754962.0,16804432.0,16865008.0,16939923.0,17030314.0,17131296.0,17231624.0,17344874.0
287,"Population, total",New Zealand,NZL,4350700.0,4384000.0,4408100.0,4442100.0,4516500.0,4609400.0,4714100.0,4813600.0,4900600.0,4979300.0
288,"Population, total",Nicaragua,NIC,5824058.0,5903035.0,5982530.0,6062462.0,6142734.0,6223234.0,6303970.0,6384843.0,6465502.0,6545503.0
289,"Population, total",Niger,NER,16464025.0,17114770.0,17795209.0,18504287.0,19240182.0,20001663.0,20788789.0,21602388.0,22442831.0,23310719.0
290,"Population, total",Nigeria,NGA,158503203.0,162805080.0,167228803.0,171765819.0,176404931.0,181137454.0,185960244.0,190873247.0,195874685.0,200963603.0
291,"Population, total",North Macedonia,MKD,2055004.0,2058539.0,2061044.0,2064032.0,2067471.0,2070226.0,2072490.0,2074502.0,2076217.0,2076694.0
